2025-04-11 09:05:40,389 - Client - INFO - Klien 1 dimulai...
2025-04-11 09:05:41,288 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12691707 bytes
2025-04-11 09:05:41,291 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12626171 bytes
2025-04-11 09:05:41,293 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12560635 bytes
2025-04-11 09:05:41,296 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12495099 bytes
2025-04-11 09:05:41,298 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12429563 bytes
2025-04-11 09:05:41,301 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12364027 bytes
2025-04-11 09:05:41,304 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12298491 bytes
2025-04-11 09:05:41,307 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12232955 bytes
2025-04-11 09:05:41,309 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12167419 bytes
2025-04-11 09:05:41,313 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12101883 bytes
2025-04-11 09:05:41,315 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12036347 bytes
2025-04-11 09:05:41,318 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11970811 bytes
2025-04-11 09:05:41,321 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11905275 bytes
2025-04-11 09:05:41,324 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11839739 bytes
2025-04-11 09:05:41,327 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11774203 bytes
2025-04-11 09:05:41,330 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11708667 bytes
2025-04-11 09:05:41,332 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11643131 bytes
2025-04-11 09:05:41,336 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11577595 bytes
2025-04-11 09:05:41,339 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11512059 bytes
2025-04-11 09:05:41,344 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11446523 bytes
2025-04-11 09:05:41,347 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11380987 bytes
2025-04-11 09:05:41,350 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11315451 bytes
2025-04-11 09:05:41,353 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11249915 bytes
2025-04-11 09:05:41,356 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11184379 bytes
2025-04-11 09:05:41,359 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11118843 bytes
2025-04-11 09:05:41,362 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 11053307 bytes
2025-04-11 09:05:41,365 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10987771 bytes
2025-04-11 09:05:41,367 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10922235 bytes
2025-04-11 09:05:41,370 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10856699 bytes
2025-04-11 09:05:41,374 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10791163 bytes
2025-04-11 09:05:41,377 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10725627 bytes
2025-04-11 09:05:41,380 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10660091 bytes
2025-04-11 09:05:41,383 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10594555 bytes
2025-04-11 09:05:41,386 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10529019 bytes
2025-04-11 09:05:41,390 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10463483 bytes
2025-04-11 09:05:41,393 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10397947 bytes
2025-04-11 09:05:41,396 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10332411 bytes
2025-04-11 09:05:41,399 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10266875 bytes
2025-04-11 09:05:41,401 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10201339 bytes
2025-04-11 09:05:41,405 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10135803 bytes
2025-04-11 09:05:41,408 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10070267 bytes
2025-04-11 09:05:41,411 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 10004731 bytes
2025-04-11 09:05:41,414 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9939195 bytes
2025-04-11 09:05:41,417 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9873659 bytes
2025-04-11 09:05:41,420 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9808123 bytes
2025-04-11 09:05:41,424 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9742587 bytes
2025-04-11 09:05:41,427 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9677051 bytes
2025-04-11 09:05:41,430 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9611515 bytes
2025-04-11 09:05:41,433 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9545979 bytes
2025-04-11 09:05:41,436 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9480443 bytes
2025-04-11 09:05:41,439 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9414907 bytes
2025-04-11 09:05:41,442 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9349371 bytes
2025-04-11 09:05:41,445 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9283835 bytes
2025-04-11 09:05:41,449 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9218299 bytes
2025-04-11 09:05:41,456 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9152763 bytes
2025-04-11 09:05:41,459 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9087227 bytes
2025-04-11 09:05:41,462 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 9021691 bytes
2025-04-11 09:05:41,465 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8956155 bytes
2025-04-11 09:05:41,468 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8890619 bytes
2025-04-11 09:05:41,471 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8825083 bytes
2025-04-11 09:05:41,474 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8759547 bytes
2025-04-11 09:05:41,477 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8694011 bytes
2025-04-11 09:05:41,481 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8628475 bytes
2025-04-11 09:05:41,484 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8562939 bytes
2025-04-11 09:05:41,487 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8497403 bytes
2025-04-11 09:05:41,490 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8431867 bytes
2025-04-11 09:05:41,494 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8366331 bytes
2025-04-11 09:05:41,497 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8300795 bytes
2025-04-11 09:05:41,500 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8235259 bytes
2025-04-11 09:05:41,504 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8169723 bytes
2025-04-11 09:05:41,507 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8104187 bytes
2025-04-11 09:05:41,510 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 8038651 bytes
2025-04-11 09:05:41,513 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7973115 bytes
2025-04-11 09:05:41,517 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7907579 bytes
2025-04-11 09:05:41,520 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7842043 bytes
2025-04-11 09:05:41,524 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7776507 bytes
2025-04-11 09:05:41,527 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7710971 bytes
2025-04-11 09:05:41,531 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7645435 bytes
2025-04-11 09:05:41,534 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7579899 bytes
2025-04-11 09:05:41,537 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7514363 bytes
2025-04-11 09:05:41,541 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7448827 bytes
2025-04-11 09:05:41,544 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7383291 bytes
2025-04-11 09:05:41,548 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7317755 bytes
2025-04-11 09:05:41,551 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7252219 bytes
2025-04-11 09:05:41,554 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7186683 bytes
2025-04-11 09:05:41,558 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7121147 bytes
2025-04-11 09:05:41,562 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 7055611 bytes
2025-04-11 09:05:41,565 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6990075 bytes
2025-04-11 09:05:41,569 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6924539 bytes
2025-04-11 09:05:41,572 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6859003 bytes
2025-04-11 09:05:41,576 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6793467 bytes
2025-04-11 09:05:41,579 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6727931 bytes
2025-04-11 09:05:41,583 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6662395 bytes
2025-04-11 09:05:41,586 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6596859 bytes
2025-04-11 09:05:41,590 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6531323 bytes
2025-04-11 09:05:41,594 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6465787 bytes
2025-04-11 09:05:41,597 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6400251 bytes
2025-04-11 09:05:41,601 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6334715 bytes
2025-04-11 09:05:41,605 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6269179 bytes
2025-04-11 09:05:41,608 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6203643 bytes
2025-04-11 09:05:41,612 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6138107 bytes
2025-04-11 09:05:41,615 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6072571 bytes
2025-04-11 09:05:41,619 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 6007035 bytes
2025-04-11 09:05:41,622 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5941499 bytes
2025-04-11 09:05:41,626 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5875963 bytes
2025-04-11 09:05:41,629 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5810427 bytes
2025-04-11 09:05:41,633 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5744891 bytes
2025-04-11 09:05:41,636 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5679355 bytes
2025-04-11 09:05:41,639 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5613819 bytes
2025-04-11 09:05:41,643 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5548283 bytes
2025-04-11 09:05:41,646 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5482747 bytes
2025-04-11 09:05:41,649 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5417211 bytes
2025-04-11 09:05:41,653 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5351675 bytes
2025-04-11 09:05:41,658 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5286139 bytes
2025-04-11 09:05:41,661 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5220603 bytes
2025-04-11 09:05:41,664 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5155067 bytes
2025-04-11 09:05:41,668 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5089531 bytes
2025-04-11 09:05:41,672 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 5023995 bytes
2025-04-11 09:05:41,675 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4958459 bytes
2025-04-11 09:05:41,679 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4892923 bytes
2025-04-11 09:05:41,682 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4827387 bytes
2025-04-11 09:05:41,686 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4761851 bytes
2025-04-11 09:05:41,690 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4696315 bytes
2025-04-11 09:05:41,694 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4630779 bytes
2025-04-11 09:05:41,698 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4565243 bytes
2025-04-11 09:05:41,701 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4499707 bytes
2025-04-11 09:05:41,705 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4434171 bytes
2025-04-11 09:05:41,708 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4368635 bytes
2025-04-11 09:05:41,712 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4303099 bytes
2025-04-11 09:05:41,720 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4237563 bytes
2025-04-11 09:05:41,724 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4172027 bytes
2025-04-11 09:05:41,728 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4106491 bytes
2025-04-11 09:05:41,734 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 4040955 bytes
2025-04-11 09:05:41,738 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3975419 bytes
2025-04-11 09:05:41,742 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3909883 bytes
2025-04-11 09:05:41,746 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3844347 bytes
2025-04-11 09:05:41,750 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3778811 bytes
2025-04-11 09:05:41,754 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3713275 bytes
2025-04-11 09:05:41,758 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3647739 bytes
2025-04-11 09:05:41,762 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3582203 bytes
2025-04-11 09:05:41,766 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3516667 bytes
2025-04-11 09:05:41,770 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3451131 bytes
2025-04-11 09:05:41,774 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3385595 bytes
2025-04-11 09:05:41,778 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3320059 bytes
2025-04-11 09:05:41,781 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3254523 bytes
2025-04-11 09:05:41,786 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3188987 bytes
2025-04-11 09:05:41,789 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3123451 bytes
2025-04-11 09:05:41,793 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 3057915 bytes
2025-04-11 09:05:41,797 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2992379 bytes
2025-04-11 09:05:41,802 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2926843 bytes
2025-04-11 09:05:41,805 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2861307 bytes
2025-04-11 09:05:41,809 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2795771 bytes
2025-04-11 09:05:41,813 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2730235 bytes
2025-04-11 09:05:41,817 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2664699 bytes
2025-04-11 09:05:41,821 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2599163 bytes
2025-04-11 09:05:41,825 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2533627 bytes
2025-04-11 09:05:41,829 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2468091 bytes
2025-04-11 09:05:41,833 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2402555 bytes
2025-04-11 09:05:41,837 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2337019 bytes
2025-04-11 09:05:41,841 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2271483 bytes
2025-04-11 09:05:41,846 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2205947 bytes
2025-04-11 09:05:41,850 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2140411 bytes
2025-04-11 09:05:41,854 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2074875 bytes
2025-04-11 09:05:41,858 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 2009339 bytes
2025-04-11 09:05:41,862 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1943803 bytes
2025-04-11 09:05:41,866 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1878267 bytes
2025-04-11 09:05:41,870 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1812731 bytes
2025-04-11 09:05:41,874 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1747195 bytes
2025-04-11 09:05:41,878 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1681659 bytes
2025-04-11 09:05:41,882 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1616123 bytes
2025-04-11 09:05:41,887 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1550587 bytes
2025-04-11 09:05:41,894 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1485051 bytes
2025-04-11 09:05:41,898 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1419515 bytes
2025-04-11 09:05:41,902 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1353979 bytes
2025-04-11 09:05:41,906 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1288443 bytes
2025-04-11 09:05:41,910 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1222907 bytes
2025-04-11 09:05:41,915 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1157371 bytes
2025-04-11 09:05:41,919 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1091835 bytes
2025-04-11 09:05:41,924 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 1026299 bytes
2025-04-11 09:05:41,928 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 960763 bytes
2025-04-11 09:05:41,932 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 895227 bytes
2025-04-11 09:05:41,936 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 829691 bytes
2025-04-11 09:05:41,940 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 764155 bytes
2025-04-11 09:05:41,944 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 698619 bytes
2025-04-11 09:05:41,949 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 633083 bytes
2025-04-11 09:05:41,955 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 567547 bytes
2025-04-11 09:05:41,959 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 502011 bytes
2025-04-11 09:05:41,963 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 436475 bytes
2025-04-11 09:05:41,968 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 370939 bytes
2025-04-11 09:05:41,972 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 305403 bytes
2025-04-11 09:05:41,976 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 239867 bytes
2025-04-11 09:05:41,981 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 174331 bytes
2025-04-11 09:05:41,985 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 108795 bytes
2025-04-11 09:05:41,989 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 43259 bytes
2025-04-11 09:05:41,994 - Client - INFO - Menerima chunk: 43259 bytes, sisa: 0 bytes
2025-04-11 09:05:41,995 - Client - INFO - Selesai menerima 29599995 bytes data
2025-04-11 09:05:42,216 - Client - INFO - Model global diterima dan dimuat
2025-04-11 09:05:42,821 - Client - INFO - Akurasi Model: 0.0000
2025-04-11 09:05:42,821 - Client - INFO - Classification Report: {'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 994.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0.0}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0.0}, '4': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0.0}, 'accuracy': 0.0, 'macro avg': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 994.0}, 'weighted avg': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 994.0}}
2025-04-11 09:05:42,821 - Client - INFO - Confusion Matrix:
[[  0  57 211 726]
 [  0   0   0   0]
 [  0   0   0   0]
 [  0   0   0   0]]
2025-04-11 09:05:42,822 - Client - INFO - Akurasi model sebelum pelatihan lokal: 0.0000
2025-04-11 09:05:42,822 - Client - INFO - Mulai pelatihan model lokal...
2025-04-11 09:05:43,530 - Client - INFO - Klien 2 dimulai...
2025-04-11 09:05:43,530 - Client - INFO - File .mat tidak ditemukan, membuat dari WFDB...
2025-04-11 09:05:43,580 - Client - INFO - File .mat berhasil dibuat dari data WFDB.
2025-04-11 09:05:43,580 - Client - INFO - Memuat data dari mit-bih/100_2.mat
2025-04-11 09:05:43,604 - Client - INFO - Mulai ekstraksi fitur dengan 4965 puncak R terdeteksi
2025-04-11 09:05:43,684 - Client - INFO - Ekstraksi selesai: 4963 sampel dengan bentuk (4963, 2, 128)
2025-04-11 09:05:43,693 - Client - INFO - Data dimuat: torch.Size([4963, 2, 128]) features, torch.Size([4963]) labels
2025-04-11 09:05:43,699 - Client - INFO - Data dibagi: 3970 training samples, 993 validation samples
2025-04-11 09:05:43,786 - Client - INFO - Model lokal diinisialisasi
2025-04-11 09:05:43,787 - Client - INFO - Terhubung ke server di 127.0.0.1:65432
2025-04-11 09:05:43,971 - Client - INFO - Bersiap menerima model global ukuran 29599995 bytes
2025-04-11 09:05:43,971 - Client - INFO - Menerima 29599995 bytes data
2025-04-11 09:05:44,011 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29534459 bytes
2025-04-11 09:05:44,011 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29468923 bytes
2025-04-11 09:05:44,011 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29403387 bytes
2025-04-11 09:05:44,011 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29337851 bytes
2025-04-11 09:05:44,012 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29272315 bytes
2025-04-11 09:05:44,012 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29206779 bytes
2025-04-11 09:05:44,012 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29141243 bytes
2025-04-11 09:05:44,012 - Client - INFO - Menerima chunk: 65208 bytes, sisa: 29076035 bytes
2025-04-11 09:05:44,030 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 29010499 bytes
2025-04-11 09:05:44,031 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28944963 bytes
2025-04-11 09:05:44,031 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28879427 bytes
2025-04-11 09:05:44,031 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28813891 bytes
2025-04-11 09:05:44,032 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28748355 bytes
2025-04-11 09:05:44,032 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28682819 bytes
2025-04-11 09:05:44,032 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28617283 bytes
2025-04-11 09:05:44,033 - Client - INFO - Menerima chunk: 65208 bytes, sisa: 28552075 bytes
2025-04-11 09:05:44,047 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28486539 bytes
2025-04-11 09:05:44,048 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28421003 bytes
2025-04-11 09:05:44,048 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28355467 bytes
2025-04-11 09:05:44,049 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28289931 bytes
2025-04-11 09:05:44,049 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28224395 bytes
2025-04-11 09:05:44,050 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28158859 bytes
2025-04-11 09:05:44,051 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28093323 bytes
2025-04-11 09:05:44,052 - Client - INFO - Menerima chunk: 65208 bytes, sisa: 28028115 bytes
2025-04-11 09:05:44,061 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27962579 bytes
2025-04-11 09:05:44,062 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27897043 bytes
2025-04-11 09:05:44,063 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27831507 bytes
2025-04-11 09:05:44,063 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27765971 bytes
2025-04-11 09:05:44,063 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27700435 bytes
2025-04-11 09:05:44,064 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27634899 bytes
2025-04-11 09:05:44,065 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27569363 bytes
2025-04-11 09:05:44,065 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27503827 bytes
2025-04-11 09:05:44,066 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27438291 bytes
2025-04-11 09:05:44,066 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27372755 bytes
2025-04-11 09:05:44,067 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27307219 bytes
2025-04-11 09:05:44,067 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27241683 bytes
2025-04-11 09:05:44,068 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27176147 bytes
2025-04-11 09:05:44,069 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27110611 bytes
2025-04-11 09:05:44,070 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27045075 bytes
2025-04-11 09:05:44,070 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26979539 bytes
2025-04-11 09:05:44,071 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26914003 bytes
2025-04-11 09:05:44,072 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26848467 bytes
2025-04-11 09:05:44,072 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26782931 bytes
2025-04-11 09:05:44,073 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26717395 bytes
2025-04-11 09:05:44,074 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26651859 bytes
2025-04-11 09:05:44,074 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26586323 bytes
2025-04-11 09:05:44,075 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26520787 bytes
2025-04-11 09:05:44,076 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26455251 bytes
2025-04-11 09:05:44,077 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26389715 bytes
2025-04-11 09:05:44,077 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26324179 bytes
2025-04-11 09:05:44,078 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26258643 bytes
